"PIN","Admit.Year","Academic.Interest.1","Academic.Interest.2","Major","Real.Grade.Numeric.Literature and Humanities 1","Real.Grade.Numeric.Literature and Humanities 2","Real.Grade.Numeric.Philosophy and  Political Thought 1","Real.Grade.Numeric.Philosophy and  Political Thought 2","Real.Grade.Numeric.Comparative Social Inquiry","Real.Grade.Numeric.Modern Social Thought","Real.Grade.Numeric.Quantitative Reasoning","Real.Grade.Numeric.Science"
"N338115405224",2016,"Philosophy, Politics and Economics","Global Affairs","GLOBAL AFFAIRS",4.5,4.5,4.5,5,4.5,4.5,4,4.5
"N334116421296",2017,"Global Affairs","Economics","URBAN STUDIES",3.5,4,2.5,5,4,4,2.5,3.25
"N319116413296",2017,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,4.5,4.5,5.5,5,4.5,4
"N341117421203",2017,"Economics","Life Sciences","ECONOMICS",4.5,4.5,5,4.5,4,4.5,4.5,5.25
"N374117402215",2017,"Literature","Philosophy","LITERATURE",4.5,5,4.5,5.5,4,4.5,3,4.5
"N346117401215",2017,"Philosophy, Politics and Economics","Psychology","DDP LAW",5,5.5,5,4.5,4.5,6,4.5,5
"N310116405296",2017,"Economics","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,5,4,5,4.5,5.5
"N308117412204",2017,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences","ECONOMICS",4,3,3.5,3.5,4,4,4.5,3.75
"N343117413204",2017,"History","Physical Sciences","PHYSICAL SCIENCES",5,4.5,4.5,5,5,4.5,4.5,5.25
"N329116412296",2017,"Anthropology","Anthropology","ARTS AND HUMANITIES",5,4.5,4.5,5,5.5,4.5,3,3.75
"N335117405243",2017,"Anthropology","Life Sciences","LIFE SCIENCES",4,5,4.5,5,4,4.5,4,4
"N378117425203",2017,"Philosophy, Politics and Economics","Economics","ECONOMICS",3.5,4,3,4.5,3.5,4.5,3.5,3.5
"N393117421263",2017,"Philosophy, Politics and Economics","History","PSYCHOLOGY",4.5,4,4,4.5,4,5,4.5,4.75
"N326117412204",2017,"Philosophy, Politics and Economics","Economics","ECONOMICS",4,4.5,3.5,5.5,2.5,4.5,2.5,3.75
"N383117408203",2017,"Mathematical, Computational and Statistical Sciences","Physical Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",3.5,4,3.5,4,3.5,5,3.5,3.75
"N357117405203",2017,"Life Sciences","Life Sciences","PHYSICAL SCIENCES",4,5,4,4,4,4.5,4,4.5
"N333116413206",2017,"Economics","Environmental Studies","ECONOMICS",4.5,5,4,4.5,3.5,4.5,4,5
"N320116401296",2017,"Economics","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,4.5,4.5,3.5,5.5,5
"N368117402203",2017,"Philosophy, Politics and Economics","Arts & Humanities","GLOBAL AFFAIRS",5,5,5,5,5,4.5,4.5,5
"N364117401215",2017,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,5,4.5,4.5,5.5,4,5
"N399117414214",2017,"Philosophy, Politics and Economics","Economics","ENVIRONMENTAL STUDIES",4.5,4.5,5,5,5,4.5,4.5,4.75
"N343112414217",2017,"Philosophy, Politics and Economics","Arts & Humanities","PHILOSOPHY",5,5.5,5,5.5,4.5,5,4.5,5
"N334117413204",2017,"Psychology","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,4.5,5,4,4.5,4.5,4.5,4.75
"N324117405245",2017,"Philosophy, Politics and Economics","Anthropology","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4.5,4.5,4,4,5,4.5
"N335115424200",2017,"Psychology","Global Affairs","URBAN STUDIES",5.5,5.5,5,5,5,5.5,5.5,5.25
"N354117405215",2017,"Literature","Undecided","ARTS AND HUMANITIES",5,5,4,5,4,4.5,4,4.25
"N350117421203",2017,"Philosophy, Politics and Economics","Psychology","PSYCHOLOGY",4.5,5,5,5,3.5,4.5,4.5,4.75
"N300117424215",2017,"Psychology","Mathematical, Computational and Statistical Sciences","PSYCHOLOGY",5,4.5,4.5,4.5,4.5,4.5,4.5,5
"N324116424295",2017,"Psychology","Arts & Humanities","ANTHROPOLOGY",4.5,5,4,4,4,5.5,3,4.25
"N388117418215",2017,"Urban Studies","Environmental Studies","URBAN STUDIES",5.5,4.5,5,4.5,5,4.5,5,5.5
"N311116401296",2017,"Anthropology","Economics","ANTHROPOLOGY",3,4,4,3.5,4,4.5,4,3.75
"N328117424245",2017,"Arts & Humanities","Mathematical, Computational and Statistical Sciences","URBAN STUDIES",5.5,5.5,5,5,4.5,5,5.5,5.75
"N362117408215",2017,"Urban Studies","Philosophy, Politics and Economics","DDP LAW",4.5,5,4.5,5,5,4.5,5,4.75
"N341117418204",2017,"Life Sciences","Psychology","PSYCHOLOGY",4,4.5,4,4.5,4.5,4.5,3,4.5
"N374117408203",2017,"Philosophy, Politics and Economics","Arts & Humanities","GLOBAL AFFAIRS",2.5,2.5,2.5,3,3.5,4,2.5,1.25
"N333117414204",2017,"Global Affairs","Philosophy, Politics and Economics","PHILOSOPHY",4.5,5,5,4.5,4,4.5,4,5
"N339116410296",2017,"Philosophy","Literature","URBAN STUDIES",5,5,4.5,4,4,5,3,3.5
"N340116425296",2017,"Mathematical, Computational and Statistical Sciences","Physical Sciences","PHYSICAL SCIENCES",4,4,4,4.5,4,4.5,4.5,4
"N397117424203",2017,"Undecided","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,5.5,4.5,4.5,5,4.5,3.5,3.75
"N355117401215",2017,"Arts & Humanities","Environmental Studies","ENVIRONMENTAL STUDIES",4,4.5,4.5,4,4.5,5,4.5,5.25
"N354117412203",2017,"Philosophy, Politics and Economics","Economics","PSYCHOLOGY",3.5,4.5,3.5,4,3.5,4,4.5,4.25
"N375117425215",2017,"Psychology","Urban Studies","PSYCHOLOGY",4.5,5,4.5,5.5,4.5,4.5,4.5,5
"N361117410215",2017,"Arts & Humanities","Literature","DDP LAW",3.5,4,5,4.5,4,4,3.5,4
"N330117423204",2017,"Environmental Studies","Global Affairs","ENVIRONMENTAL STUDIES",4,4,4,4,3.5,5,4,4.5
"N320117424204",2017,"Global Affairs","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4,4.5,4.5,4.5,2.5,4.75
"N307117410215",2017,"Literature","Undecided","PHILOSOPHY",4.5,3,5.5,4.5,4,5.5,4.5,4.25
"N373117410203",2017,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,2.5,3.5,4.5,2.5,4,4,4.25
"N342117405209",2017,"Physical Sciences","Psychology","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5,5.5,5.5,5,5,5.5,5.25
"N340117421222",2017,"Urban Studies","Psychology","DDP LAW",4.5,5,4.5,5.5,4.5,5.5,4.5,5.25
"N327116414296",2017,"Global Affairs","Psychology","URBAN STUDIES",5,2.5,5,4.5,4,5.5,4,4.5
"N324117414204",2017,"Psychology","Physical Sciences","ENVIRONMENTAL STUDIES",4.5,5,5,5.5,5,5,5.5,5
"N325116421296",2017,"Economics","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4.5,5.5,5,5,4.5,5.5,5.25
"N342117418203",2017,"Physical Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,0,4.5,5,3.5,5.5,4.5,5
"N325116423295",2017,"Global Affairs","History","HISTORY",5,4.5,4.5,4,5.5,5,5,5.25
"N302117421215",2017,"Anthropology","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",4.5,5,4.5,5,5.5,4.5,4.5,4
"N349111425274",2017,"Physical Sciences","Philosophy, Politics and Economics","PHYSICAL SCIENCES",5.5,5,4,5,5,5,5.5,5
"N380117413203",2017,"Environmental Studies","Undecided","ENVIRONMENTAL STUDIES",4.5,4.5,4.5,5,4.5,4.5,4,4.5
"N309117410204",2017,"Life Sciences","Physical Sciences","LIFE SCIENCES",5,5,5.5,5,5.5,4.5,5,4.75
"N330116402296",2017,"Mathematical, Computational and Statistical Sciences","Undecided","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4.5,4.5,3.5,4,4,4.5,4.5
"N331117421204",2017,"Global Affairs","Arts & Humanities","GLOBAL AFFAIRS",5,4.5,5,4,4.5,4.5,4,4
"N317116418296",2017,"Economics","Mathematical, Computational and Statistical Sciences","GLOBAL AFFAIRS",3.5,4,4.5,3.5,4,4.5,4.5,3.75
"N351117412215",2017,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,5.5,4.5,5,5.5,5,5.5,5.5
"N365117402215",2017,"Global Affairs","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4,5.5,3.5,4.5,4,4.5
"N300116408296",2017,"Arts & Humanities","Anthropology","DDP LAW",5,4.5,4.5,4.5,4.5,5.5,3.5,5
"N322116425296",2017,"Economics","Environmental Studies","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3,4.5,4,4,4,5,4.5,4.25
"N327117410204",2017,"Mathematical, Computational and Statistical Sciences","Economics","PHYSICAL SCIENCES",4.5,4.5,4.5,4.5,4,4.5,4.5,4.25
"N326116418296",2017,"Psychology","Economics","PSYCHOLOGY",5,4.5,4.5,4,4,4.5,3.5,4.25
"N309116414296",2017,"Global Affairs","History","PHILOSOPHY, POLITICS AND ECONOMICS",5,4,4.5,5,5,5.5,4.5,5
"N348117425215",2017,"Philosophy, Politics and Economics","Anthropology","PSYCHOLOGY",4.5,5,4.5,5,4,4.5,4.5,4
"N380117408215",2017,"Philosophy, Politics and Economics","Global Affairs","ECONOMICS",3.5,4.5,4.5,5,4,5,4,4.75
"N382117423219",2017,"Life Sciences","Philosophy","HISTORY",5,4.5,4.5,4.5,4,5.5,4.5,4.75
"N353117413203",2017,"Economics","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,3.5,3.5,4,3.5,4,3,3.25
"N307116421296",2017,"Psychology","Philosophy, Politics and Economics","DDP LAW",5,4,3.5,5.5,4,4,4.5,4.25
"N343117401209",2017,"Philosophy, Politics and Economics","Global Affairs","GLOBAL AFFAIRS",5.5,5.5,4,5,5,5,4,3.75
"N344117412204",2017,"Urban Studies","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,3.5,3,4,2.5,4,2.5,3.75
"N363117405215",2017,"Philosophy, Politics and Economics","Urban Studies","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,5.5,5.5,5,5.5,4.5,5.5
"N300117402204",2017,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,3.5,4,4.5,4.5,4.25
"N388117424203",2017,"Psychology","Philosophy, Politics and Economics","PSYCHOLOGY",3,4,4,4,4.5,4.5,4.5,4.25
"N302117424204",2017,"Economics","Physical Sciences","PHILOSOPHY",4.5,5,5.5,5.5,5.5,4.5,5.5,5.25
"N359117423215",2017,"Literature","Philosophy, Politics and Economics","PHILOSOPHY",5,4,5,4.5,4,4,3,4
"N378114401240",2017,"Global Affairs","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,6,5.5,4.5,5.5,4,4
"N359117402203",2017,"Environmental Studies","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,5.5,5,4.5,5.5,5
"N389117423203",2017,"Mathematical, Computational and Statistical Sciences","Life Sciences","PSYCHOLOGY",5,4.5,5,4.5,5,4.5,4.5,4.75
"N395117402203",2017,"Arts & Humanities","Psychology","ARTS AND HUMANITIES",4.5,4,4.5,4.5,3.5,4,2.5,3.75
"N325117413204",2017,"Physical Sciences","Arts & Humanities","PHYSICAL SCIENCES",4.5,4,4,2.5,4.5,4,4,4.75
"N397116401295",2017,"Philosophy, Politics and Economics","Arts & Humanities","DDP LAW",5,4.5,4.5,5,5,5,4.5,5.5
"N358117401203",2017,"Philosophy, Politics and Economics","Economics","PSYCHOLOGY",2.5,2.5,4,4,2.5,3.5,4,1.25
"N343117414203",2017,"Economics","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",4.5,4.5,5,4.5,4,4.5,4.5,5
"N370117410215",2017,"Anthropology","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4,4.5,4.5,5,4.5,4.5,4.5
"N328116413296",2017,"Anthropology","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",5,5.5,4,5,4,4.5,3,4.25
"N303116402296",2017,"Undecided","Undecided","DDP LAW",5.5,5.5,5,5.5,5,4.5,4.5,4.75
"N349117401203",2017,"Life Sciences","Psychology","URBAN STUDIES",3.5,3.5,5,4,3.5,4.5,4,4.5
"N339117421209",2017,"Physical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4,5,4.5,5.5,5,5,5.25
"N387117425203",2017,"Philosophy, Politics and Economics","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,4.5,5,4.5,5,5.25
"N308116418296",2017,"Philosophy, Politics and Economics","Global Affairs","LITERATURE",3.5,3,3.5,5,3.5,3,0,3.5
"N351117418203",2017,"Environmental Studies","Urban Studies","PHYSICAL SCIENCES",5,4.5,4.5,4.5,5.5,4.5,5.5,5.25
"N381117412203",2017,"Economics","Global Affairs","ECONOMICS",4.5,4.5,3.5,3.5,4,4,4.5,4.5
"N378116402288",2017,"History","Philosophy, Politics and Economics","ANTHROPOLOGY",4.5,5,4.5,4.5,4,4.5,4.5,5
"N367117401203",2017,"Undecided","Physical Sciences","URBAN STUDIES",4,4.5,3.5,3.5,3,4.5,4,4.25
"N338116402207",2017,"Psychology","Arts & Humanities","ANTHROPOLOGY",4.5,5.5,5.5,5.5,5,4.5,5.5,5
"N301115412200",2017,"Urban Studies","Physical Sciences","ENVIRONMENTAL STUDIES",4.5,4,4,4,4.5,4.5,5.5,5
"N329117405204",2017,"History","Psychology","PHILOSOPHY",5,5,5.5,5.5,5.5,5.5,5.5,5.5
"N356117408203",2017,"Philosophy, Politics and Economics","Psychology","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4,3.5,3.5,4.5,4.5,4,4.5
"N305117418204",2017,"Psychology","Global Affairs","GLOBAL AFFAIRS",3.5,4,4.5,4.5,5,4.5,4.5,4.5
"N324116423296",2017,"Anthropology","Undecided","ANTHROPOLOGY",5,5.5,4.5,5.5,5,5.5,4.5,4.5
"N328116414295",2017,"History","Environmental Studies","PSYCHOLOGY",5,5,4.5,4,5,4,4.5,4.5
"N369117425203",2017,"Global Affairs","Psychology","PHILOSOPHY, POLITICS AND ECONOMICS",3.5,5,4.5,4.5,4.5,5.5,4.5,4.5
"N307117413204",2017,"Mathematical, Computational and Statistical Sciences","Undecided","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,3.5,4,3.5,4,4,4,3.5
"N328117408204",2017,"Anthropology","Anthropology","URBAN STUDIES",5,4,4.5,4.5,5,5,4,3.5
"N383117402215",2017,"Psychology","Anthropology","DDP LAW",4.5,5,4.5,4.5,5,5.5,4.5,4.75
"N398114424299",2017,"Urban Studies","Philosophy, Politics and Economics","DDP LAW",5,3.5,4,4.5,4.5,4,3.5,4.5
"N398116402295",2017,"Arts & Humanities","Literature","GLOBAL AFFAIRS",3.5,4.5,3.5,4.5,4.5,4.5,2.5,4.5
"N317116424248",2017,"Psychology","History","HISTORY",4,3.5,3.5,3.5,4.5,4.5,4,4.75
"N368117423215",2017,"Economics","Global Affairs","ANTHROPOLOGY",4.5,5,4.5,5,4.5,5,4.5,5.25
"N301117423215",2017,"History","Philosophy, Politics and Economics","ECONOMICS",4.5,5,5,4.5,4,5,4,5.25
"N319117408204",2017,"Global Affairs","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,5.5,5.5,4.5,5,4,4.75
"N305116424296",2017,"Economics","Global Affairs","ECONOMICS",4,4.5,5,4.5,4,5,4.5,4.25
"N331116425296",2017,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",3.5,4.5,5,4.5,4,4.5,4,4.25
"N304117414215",2017,"Economics","Philosophy, Politics and Economics","ECONOMICS",4.5,5.5,5,5,5.5,5.5,5.5,5.75
"N355117410203",2017,"Global Affairs","Philosophy, Politics and Economics","LIFE SCIENCES",4.5,5,5,5.5,4,5.5,4,5.75
"N323117418204",2017,"Physical Sciences","Philosophy","ENVIRONMENTAL STUDIES",4.5,4,4.5,4.5,3,4.5,2.5,4
"N301116405296",2017,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5,4.5,5,4.5,4.5,5.5,3,5
"N334117408243",2017,"Global Affairs","Philosophy, Politics and Economics","URBAN STUDIES",4.5,4.5,4.5,5,4.5,4.5,4.5,4.25
"N373113405290",2017,"Philosophy, Politics and Economics","Global Affairs","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,3,4,3.5,4,4.5,5,4.75
"N377117402203",2017,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4.5,4.5,5,5,5,5.25
"N313116425296",2017,"Economics","Mathematical, Computational and Statistical Sciences","ECONOMICS",3.5,4.5,4,4.5,4,4,4,4.25
"N344117408215",2017,"Economics","Mathematical, Computational and Statistical Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",3,3.5,4.5,4,3.5,4.5,3.5,5
"N347117402215",2017,"Global Affairs","Philosophy, Politics and Economics","PSYCHOLOGY",4.5,3.5,5,4,4,4.5,4.5,4.75
"N311117424204",2017,"Undecided","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4.5,4.5,4.5,4.5,5,5
"N358117424215",2017,"Physical Sciences","Global Affairs","DDP LAW",4.5,4.5,4.5,4.5,5.5,5,4.5,5.25
"N322116402295",2017,"Anthropology","Global Affairs","ENVIRONMENTAL STUDIES",5,5,4.5,5.5,4.5,4.5,4,4.5
"N370117414203",2017,"Psychology","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,5.5,5,5,4.5,4.5,5.5
"N382117401215",2017,"History","Literature","LITERATURE",5.5,5.5,5,5.5,5.5,5.5,3.5,4
"N349117424215",2017,"Global Affairs","Economics","LITERATURE",4,4.5,5,4.5,4,5.5,4.5,4.5
"N397117421214",2017,"Physical Sciences","Anthropology","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,4,3.5,5,4.5,5,5.5
"N398117418214",2017,"Global Affairs","Philosophy, Politics and Economics","ANTHROPOLOGY",5.5,5,5.5,5,5.5,5.5,5.5,5.5
"N335116418296",2017,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,3,3,3,3,4,4.5,2.75
"N363117412203",2017,"Anthropology","Philosophy","URBAN STUDIES",3,3,4,3,4,4,4,4
"N339117401204",2017,"Philosophy, Politics and Economics","Economics","ECONOMICS",5,5.5,5.5,5.5,5,5.5,5.5,5.25
"N345117412203",2017,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,4.5,4,4,5.5,4.75
"N338116412296",2017,"Literature","Arts & Humanities","LITERATURE",4.5,5.5,5,4.5,4.5,4.5,4,4.5
"N306117412215",2017,"Arts & Humanities","Global Affairs","GLOBAL AFFAIRS",3.5,4.5,4.5,5,4,4.5,4.5,3.75
"N348117405203",2017,"Life Sciences","Environmental Studies","LIFE SCIENCES",3.5,4,3.5,4,3,4,4,3.25
"N371117408215",2017,"Arts & Humanities","Philosophy, Politics and Economics","PHILOSOPHY",5,4.5,5.5,5.5,5.5,5.5,5.5,5.5
"N384117425215",2017,"Arts & Humanities","Global Affairs","ENVIRONMENTAL STUDIES",4.5,5,4.5,5,5,5.5,4.5,5
"N390117405215",2017,"History","Global Affairs","HISTORY",5,5,5,4.5,5.5,5,5.5,5.25
"N364117410203",2017,"Mathematical, Computational and Statistical Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,4.5,5,5.5,5,5,6,5.5
"N337116413296",2017,"Arts & Humanities","History","URBAN STUDIES",4.5,4.5,4.5,4.5,4.5,5,4.5,4.75
"N384117405203",2017,"Philosophy, Politics and Economics","Life Sciences","ECONOMICS",4,5,5,4.5,4.5,4.5,4.5,5
"N327117401243",2017,"Literature","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5.5,5,4.5,4,4.5,4.5,5
"N345117425209",2017,"Psychology","Physical Sciences","ARTS AND HUMANITIES",4.5,3,5,4,4,3.5,4,3.75
"N336117410204",2017,"Global Affairs","Urban Studies","URBAN STUDIES",4.5,4.5,3.5,4.5,4,5,3,4.75
"N332116424296",2017,"Economics","Philosophy, Politics and Economics","HISTORY",5,5,5,4.5,5,5,5,5
"N312116402296",2017,"Philosophy, Politics and Economics","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,3.5,3.5,3.5,4,4,4.5
"N381117405215",2017,"Literature","Arts & Humanities","URBAN STUDIES",3.5,4.5,3.5,3.5,4,5,4,4
"N338117408203",2017,"Economics","Mathematical, Computational and Statistical Sciences","ECONOMICS",4,4,4,4.5,4,4.5,5,4.25
"N313117421204",2017,"Psychology","Urban Studies","GLOBAL AFFAIRS",5,5,4.5,5,5,5.5,5,4.75
"N372117405215",2017,"Global Affairs","History","URBAN STUDIES",5,4,5,5,4.5,5,4.5,4.5
"N352117410215",2017,"Environmental Studies","Urban Studies","ENVIRONMENTAL STUDIES",5.5,4,5,5,5,5,4.5,5.5
"N303117418215",2017,"Philosophy","Literature","ARTS AND HUMANITIES",3.5,2.5,3.5,4,3.5,4,4,4.75
"N312117423204",2017,"Physical Sciences","Mathematical, Computational and Statistical Sciences","PHYSICAL SCIENCES",4,5,5.5,4.5,5,5,5.5,5.25
"N316117413204",2017,"Undecided","Anthropology","URBAN STUDIES",4.5,5,5,5,5,5,4.5,4.75
"N360117418203",2017,"Philosophy, Politics and Economics","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,3.5,4.5,4.5,5.5,4.5,5
"N372117412203",2017,"Undecided","Mathematical, Computational and Statistical Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",3,3.5,4,4,4,4.5,3.5,4
"N332117412243",2017,"Environmental Studies","Physical Sciences","LIFE SCIENCES",4.5,4,3.5,3,3,4,4.5,5.25
"N386117402203",2017,"Environmental Studies","Physical Sciences","ECONOMICS",4,4,4.5,5,4,4.5,3.5,3.75
"N345117410204",2017,"Environmental Studies","Economics","ENVIRONMENTAL STUDIES",5,5,4.5,4,3.5,5.5,5,5
"N376117401203",2017,"Life Sciences","Environmental Studies","LIFE SCIENCES",4.5,5,4,5,4.5,4.5,4.5,5
"N393117405203",2017,"Anthropology","Arts & Humanities","LIFE SCIENCES",5,5,5.5,5,4.5,5.5,5,5
"N340117423203",2017,"Philosophy, Politics and Economics","Urban Studies","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,5,4.5,4,5,5,4.5
"N329116413295",2017,"Life Sciences","Life Sciences","ANTHROPOLOGY",4,4,3.5,3.5,3.5,5,4,4.25
"N315117414204",2017,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",2.5,2.5,3,3.5,2.5,3,0,3.25
"N391117410203",2017,"Literature","Physical Sciences","GLOBAL AFFAIRS",4,4.5,3.5,4.5,3.5,4.5,2.5,3.5
"N385117401203",2017,"Economics","Philosophy, Politics and Economics","ECONOMICS",4.5,5,4.5,4.5,4,4.5,5,4.75
"N361117414203",2017,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,5,5,5,5,5.5,5
"N399117421203",2017,"Mathematical, Computational and Statistical Sciences","Literature","LITERATURE",5,4.5,4.5,4.5,3.5,5,4.5,3.75
"N399116425295",2017,"Global Affairs","Philosophy, Politics and Economics","URBAN STUDIES",4,5,5,4.5,5,4.5,4.5,5
"N394117401203",2017,"Life Sciences","Physical Sciences","LIFE SCIENCES",3,3.5,3,4.5,3,4,3,4
"N390117412203",2017,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,3.5,4,3.5,3.5,4,4.5,4.5
"N303117425220",2017,"History","Life Sciences","LIFE SCIENCES",3.5,4.5,4.5,5,4,5,3.5,4.75
"N302116401296",2017,"Global Affairs","Arts & Humanities","ENVIRONMENTAL STUDIES",5,4.5,3.5,5,3.5,5,3.5,5
"N321116401295",2017,"Economics","Environmental Studies","ECONOMICS",4,4,3.5,4.5,4,4,4,4.5
"N371117413203",2017,"Psychology","Arts & Humanities","LIFE SCIENCES",3.5,4.5,5,4.5,5,5,4.5,5.25
"N332117418204",2017,"Economics","Undecided","ECONOMICS",3.5,4.5,4,4,4,4.5,4,4
"N321116402296",2017,"Physical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",3.5,3.5,3.5,3,3.5,4,2.5,4.25
"N301117425204",2017,"Psychology","Philosophy","PSYCHOLOGY",4.5,5,4.5,4.5,4.5,5,4,4.5
"N308117408215",2017,"Psychology","Anthropology","ANTHROPOLOGY",5,4,4,4.5,3,4.5,4.5,4.5
"N379117418215",2017,"Global Affairs","Economics","URBAN STUDIES",4.5,4.5,4.5,4.5,5,5,5,4.25
"N341117408209",2017,"Life Sciences","Literature","LIFE SCIENCES",5.5,5.5,5.5,5.5,5.5,5.5,4.5,5.75
"N341116424296",2017,"Undecided","Arts & Humanities","LITERATURE",4.5,5.5,4,5.5,4,5,4.5,4
"N387117421215",2017,"History","Literature","ARTS AND HUMANITIES",4,4.5,4.5,4.5,4.5,4.5,4,3.75
"N385117424215",2017,"Literature","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5.5,5,5,5.5,5.5,5.5,4.5,5.75
"N350117413215",2017,"Global Affairs","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5,4.5,5.5,4.5,5.5,5.5,5.5
"N335117412204",2017,"Life Sciences","Economics","ANTHROPOLOGY",4.5,4,4,4,5,4.5,4.5,4
"N395117424214",2017,"Arts & Humanities","Physical Sciences","PSYCHOLOGY",4.5,5,4.5,5,5,4.5,4.5,4.75
"N391117401215",2017,"History","Global Affairs","GLOBAL AFFAIRS",4,4,4.5,3.5,3.5,5,2.5,4.25
"N345117405215",2017,"Literature","Arts & Humanities","ECONOMICS",4.5,5,4.5,4,4.5,4.5,4.5,4.75
"N392117402215",2017,"Philosophy, Politics and Economics","Global Affairs","ANTHROPOLOGY",4.5,4.5,5,5,4,4.5,4.5,4.75
"N333117405227",2017,"Psychology","Life Sciences","PSYCHOLOGY",4.5,4.5,4.5,4.5,4.5,4,5,4.75
